env,model,fold,auroc,auprc,logloss,brier,ece
synthetic,LR,0,0.9999407407407407,0.9998245614035086,0.04403909441201357,0.01018508045471906,0.033812505736472216
synthetic,LR,1,0.9994125939849624,0.9983284634161829,0.050833858828677476,0.012993535367001919,0.03177533168249885
synthetic,LR,2,0.9992363721804511,0.9978268394303549,0.06134944232087816,0.015472721445924069,0.033042387428199455
synthetic,LR,3,0.9997650375939849,0.9993027400714383,0.050179994221446415,0.0117866847000049,0.03805898075407804
synthetic,LR,4,0.9991188909774437,0.9971696361783666,0.05028293135803198,0.01303505543576762,0.031523469401237056
synthetic,LR,5,0.9991703703703704,0.9974463234124507,0.056789952006994514,0.014934362824102845,0.03011716981855034
synthetic,LR,6,0.9994125939849624,0.9982811868974255,0.05201928387134185,0.013357372090680879,0.032563878428686674
synthetic,LR,7,0.9998825187969925,0.999662618083671,0.04539233177231327,0.01038004752138795,0.03361065756762545
synthetic,LR,8,0.9998825187969925,0.999662618083671,0.049333025237729554,0.011765586247312524,0.038142303744398476
synthetic,LR,9,0.9995888157894737,0.9988392154851067,0.05081923073713981,0.01279613231035015,0.03386433498685574
synthetic,LR,10,0.9974518518518519,0.992292286790724,0.07123681341148641,0.020019067311921296,0.03051013831985879
synthetic,LR,11,0.9999412593984962,0.9998291182501711,0.03838899953774577,0.008259159192245923,0.032771220814375016
synthetic,LR,12,0.9995888157894737,0.9987873614658043,0.054450058244201786,0.013366421889617808,0.03926435797848166
synthetic,LR,13,1.0,1.0000000000000002,0.049944473685812035,0.01183977322474119,0.03871840058089777
synthetic,LR,14,0.9994713345864661,0.9984897720008525,0.04396899379664396,0.011044453174678004,0.028866396267299626
synthetic,LR,15,0.9975703703703704,0.9925996226130656,0.06892966414120551,0.019416384220397896,0.027457676276074438
synthetic,LR,16,0.9997650375939849,0.9993140492932739,0.049319028340948694,0.011484357439917518,0.03236155095069377
synthetic,LR,17,0.9997062969924813,0.9991362399049382,0.046161796484046405,0.011993341066613233,0.027090109185616967
synthetic,LR,18,0.9997650375939849,0.9993140492932739,0.043167889499042114,0.009991050062207085,0.028790472754980086
synthetic,LR,19,0.9994713345864661,0.9984827844038373,0.053593403746549625,0.013118471056601149,0.03199356363440867
synthetic,LR,20,0.9994666666666666,0.9984829059829059,0.048283139670742964,0.0112222323593534,0.033379957370643615
synthetic,LR,21,0.9997650375939849,0.9993421052631581,0.04820796980709076,0.011691802156917114,0.0357904153193556
synthetic,LR,22,0.9970042293233082,0.990478640119059,0.07588997784213462,0.021794277457728717,0.034389595862242904
synthetic,LR,23,0.9997062969924813,0.9991224949380568,0.05014475703498339,0.0122694567790662,0.03358888831314808
synthetic,LR,24,1.0,1.0000000000000002,0.046301644263065066,0.011269826087382938,0.0353859129282283
synthetic,LR,25,0.9998222222222222,0.9994666034455507,0.05223357673879518,0.012845998726009587,0.03991758445341742
synthetic,LR,26,0.9994713345864661,0.9984668486452914,0.051799458186095,0.012840916433159355,0.03323252613211745
synthetic,LR,27,0.9988839285714285,0.9967029339019247,0.065462638820589,0.017686548935811505,0.03838742609097814
synthetic,LR,28,0.9994713345864661,0.9985062728045186,0.04566766467302673,0.011494576386227527,0.028423437405128243
synthetic,LR,29,0.9990014097744361,0.9968345027061141,0.051418745548589606,0.01309334127401055,0.030086081859376133
synthetic,LR,30,0.9994074074074074,0.9982587347763987,0.06459903591045837,0.016621083937643232,0.03747471622095367
synthetic,LR,31,0.9992951127819548,0.9979911488051906,0.05429516642646606,0.013241806874400987,0.032082043233515975
synthetic,LR,32,0.9998237781954887,0.999480549459774,0.04743699254177431,0.011421819064185733,0.03284696127797343
synthetic,LR,33,0.9990601503759398,0.997165919279307,0.047855368842019415,0.012447918265651833,0.028737453865473567
synthetic,LR,34,0.9993538533834587,0.9980926961194632,0.051630918008944426,0.01396556493422318,0.03171216829182459
synthetic,LR,35,0.9997037037037038,0.9991292215292213,0.04640384781592587,0.011646673311138701,0.03122676795509176
synthetic,LR,36,0.9994125939849624,0.9983219509996981,0.05572326259053213,0.013962289256715988,0.031322501803437465
synthetic,LR,37,0.9995888157894737,0.998754423938963,0.04856452691881122,0.011597457172141088,0.036395430102335716
synthetic,LR,38,1.0,1.0000000000000002,0.044871712583663605,0.010095160409441549,0.03499729749663485
synthetic,LR,39,0.9988251879699248,0.9964091742236205,0.0571673750121037,0.014587134850713793,0.03431388079434783
synthetic,LR,40,0.9990518518518519,0.9972750877164372,0.05370615468159885,0.014380260096050982,0.031773509073074274
synthetic,LR,41,0.9987664473684211,0.9960249921870225,0.06224987996412956,0.014834171401255303,0.03479067236530332
synthetic,LR,42,0.9999412593984962,0.9998291182501711,0.04601620283743118,0.01059261368499195,0.035812344439323116
synthetic,LR,43,0.9996475563909775,0.9989676065991857,0.040898229262311445,0.00990411262548435,0.02369843290351509
synthetic,LR,44,0.9990601503759398,0.9972656292427763,0.05863754640282717,0.01584238886827663,0.035110064569903
synthetic,LR,45,0.9989333333333333,0.9969173621719456,0.06277344623704498,0.01598087145198664,0.039360582684243195
