control_mode,delta_auroc_full_minus_demo_mean,delta_auroc_full_minus_demo_std,demo_auroc_mean,demo_auroc_std,full_auroc_mean,full_auroc_std
composition,0.11806168458544049,0.14856711809973286,0.6961557454890789,0.017669664747996566,0.8142174300745194,0.1462011913083527
ipw,0.11806168458544049,0.14856711809973286,0.6961557454890789,0.017669664747996566,0.8142174300745194,0.1462011913083527
sample_size,0.12001931124459211,0.11443719076469974,0.6961557454890789,0.017669664747996566,0.816175056733671,0.11164950784346979
